episodes,speakers,dialogue
71,raj,"Oh, yes, I, I too am in the throes of heartbreak. Okay, fine, I’ll tell you about it."
71,sheldon,Here is a hot beverage to comfort you. It’s in a to-go cup. Make of that what you will.
71,penny,Come on. It’s still early. Let’s do something.
71,sheldon,"Well, I have been toying around with an idea for 4D chess."
71,penny,How about we just talk?
71,sheldon,All right. In 4D chess…
71,penny,"No. Come on, let’s talk about our lives. Tell me something about you I don’t know."
71,sheldon,I own nine pairs of pants.
71,penny,"Okay, that, that’s a good start, but I was thinking maybe something a little more personal."
71,sheldon,I see. I own nine pairs of underpants.
71,penny,How about I go first?
71,sheldon,"But I don’t want to know how many underpants you own. Although, based on the floor of your bedroom, I’d say it’s a thousand."
71,penny,"Okay, look, here’s something people do not know about me. When I first moved out to L.A., I did a topless scene in a low-budget horror movie about a killer gorilla. Ugh! After I did it, I felt so ashamed. Thankfully, that thing never came out."
71,sheldon,I’ve seen that. Yeah. Serial Apeist. Howard found it online the day we met you.
71,penny,"Oh, God."
71,sheldon,"And it was literally the moment you walked out the door. But I see the type of personal revelations you’re going for. Okay, here’s one I thought I’d take to the grave."
71,penny,Okay.
71,sheldon,"Hmm. A while back, YouTube changed its user interface from a star-based rating system to a thumbs-up rating system. I tell people I’m okay with it, but I’m really not."
71,penny,That’s your big revelation?
71,sheldon,"Yes. Whew, I feel ten pounds lighter."
71,penny,"Okay, you know what? I give up. I’m going to bed."
71,sheldon,Here’s something else you don’t know about me. You just hurt my feelings.
71,penny,What did I do?
71,sheldon,"I opened up and shared something deeply upsetting to me, and you treated it as if it were nothing."
71,penny,"I, I didn’t think it was a big deal."
71,sheldon,It is to me; that’s the point.
71,penny,"Sheldon, you are right. I’m really sorry. I should’ve known better."
71,sheldon,Your apology is accepted.
71,penny,Thank you. How about a hug?
71,sheldon,How about a hearty handshake?
71,penny,Come on.
71,sheldon,Now I know how you felt getting mauled by that sex-crazed gorilla.
71,bernadette,Good night.
71,amy,Mm-hmm. It was rather flattering to have strangers send us drinks.
71,bernadette,"Yeah, that felt nice."
71,amy,Maybe tomorrow morning we put on some hot pants and see if we can score us some free omelettes.
71,bernadette,"So, hypothetically, if, if we were to have gone with them, which one would you have picked?"
71,amy,I think I would have gone with the short one with the goofy haircut.
71,bernadette,"Oh, good, ’cause I liked the tall thin one. He seemed intelligent, kind of a loner, maybe a little sexually inexperienced, like I’d have to teach him a thing or two."
71,amy,"Not my guy. I caught him staring at my rack. It’d be nice to be with a man who wants to know what’s underneath my cardigan. FYI, it’s another cardigan."
71,bernadette,Your short sexed-up guy kind of sounds like Howard.
71,amy,Your brainy virgin kind of sounds like Sheldon.
71,other,Good night.
71,other,"All right, Dr. Koothrappali, it’s been nice talking to you, but I need to go home and relieve my babysitter."
71,raj,"Yeah, I can relate to being a single parent. I have a dog."
71,other,"Yeah, it’s exactly the same thing. Good night."
71,raj,"Mrs. Davis, I, uh, I must confess, I came here tonight in a futile attempt to pick up some lonely postdoc, but instead I got to connect with you at a human level. That’s a much better evening. You’re a lovely person."
71,other,Are you hitting on me?
71,raj,"No, no, no, that would be crazy. I mean, if I were hitting on you, you’d know it ’cause you’d feel uncomfortable and a little sad for me."
71,other,"You’re sweet. Good night, Dr. Koothrappali."
71,raj,Good night.
71,howard,Looks like she accepted your apology.
71,raj,And then some. I think we had a moment.
71,howard,"Oh, please, you did not have a moment."
71,raj,Who died and made you king of moments?
71,howard,"Okay, fine. Let’s say there was a moment."
71,raj,There was.
71,howard,"There wasn’t. But, but even if there was, what are you gonna do about it?"
71,raj,"I will slowly seduce her until she falls helpless into my bed, hungry for the pleasure only I can give her."
71,howard,So nothing.
71,raj,"No, not a thing."
71,penny,"Ah, I’m so glad the police finally caught that psychotic genetically engineered ape."
71,leonard,That is my girlfriend. I swear to God.
71,other,Leonard! Leonard! Leonard! Leonard!
71,penny,Aaaaaaah!
72,sheldon,And here’s another interesting weather fact.
72,penny,Another? Great.
72,sheldon,"Changes in jet streams can affect the speed at which the Earth rotates on its axis, so bad weather can actually make the day longer."
72,penny,"Well, there must be a hell of a storm somewhere."
72,sheldon,"Joke if you must, but you’re going to miss these moments. With Leonard home in a few days, this was your last time driving me to the grocery store."
72,penny,"You know, I will miss this."
72,sheldon,"I’ll tell you what, if my apples are mealy, we’ll hit the produce section for one last crazy blowout. Heck, you can even push the cart. Please don’t take my looking forward to Leonard’s return as criticism of the job you’ve been doing in his absence."
72,penny,I won’t.
72,sheldon,That criticism will come later in your report card.
72,penny,"Yeah, I didn’t stay for the detention, I’m not gonna read the report card."
72,leonard,Hello.
72,penny,Leonard! Hi!
72,leonard,Keep your voice down.
72,penny,"Oh, my God. You weren’t supposed to be here till Sunday."
72,leonard,"We finished the experiment early, so I thought I’d come home and surprise you."
72,penny,"Oh, my gosh, why are we whispering?"
72,leonard,"I didn’t tell Sheldon, so we could have a few days alone."
72,penny,"Oh, that is so romantic."
72,leonard,"Uh, sure, that’s why I did it."
72,penny,"Oh, I just cannot believe you’re here."
72,sheldon,"Penny, it’s your lucky day. Three of the eggs are clearly not jumbo. Grab your keys."
72,sheldon,"Uh, Stuart, I was wondering if you could help me find something."
72,other,"Happy to, unless it’s hope or a reason to live."
72,sheldon,"Oh, you make me laugh, sad clown. Anyhoo, Leonard will be back in a couple days and I need a welcome home gift for him. As he’s been at sea, perhaps something with a nautical theme might be appropriate."
72,other,"Okay, well, I don’t know how much you want to spend, but I do have this pretty cool Aquaman statue."
72,sheldon,"Aquaman? Oh, this isn’t a gag gift, Stuart."
72,other,"Yeah, just as well. It’s a pretty rare piece. I’d rather just sell it to a real collector."
72,sheldon,I’m a real collector. How rare is it?
72,other,"Oh, I shouldn’t even have mentioned it. How about a Batman squirt gun?"
72,sheldon,Don’t try and trick me into buying something I don’t want. Now let’s talk Aquaman. 
72,howard,"What were they thinking, putting Doctor Octopus’s mind in Spider-Man’s body?"
72,raj,"Well, I’ve been quite enjoying that. It combines all the superhero fun of Spider-Man with all the body-switching shenanigans of Freaky Friday. Both versions, original and Lohan."
72,howard,original and Lohan. You’re an idiot.
72,raj,"Hey, what’s your problem?"
72,howard,"I’m sorry, I’ve been kind of snippy lately. It’s probably this stupid diet I’m on."
72,raj,Why are you on a diet?
72,howard,I’ve put on a couple pounds. Had to buy these pants in the men’s section.
72,raj,"Well, we’ve all seen your mom. That Butterball turkey was bound to come home to roost."
72,sheldon,Twelve hundred dollars. That’s my final offer.
72,other,"All right, Sheldon, you win. I’m sure Leonard is gonna love this."
72,sheldon,"Oh, right, a present for Leonard. You better throw in that squirt gun."
72,other,"Ooh, yeah, I don’t know. This squirt gun, it’s, uh, it’s pretty rare."
72,sheldon,Oh.
72,leonard,And this is me doing the Titanic pose on the boat.
72,penny,Ah.
72,leonard,"And, oh, that’s me getting rescued after I fell in."
72,penny,"Oh.  Oh, that’s the pizza."
72,leonard,Yep. Here’s some money.
72,penny,Thank you.
72,leonard,And I’m gonna hit the head. That’s what us salty sea dogs say when we have to go pee-pee.
72,penny,Hey.
72,other,Twenty-two fifty.
72,penny,"Okay, here’s, uh, twenty-five. Keep the change."
72,other,"Seriously? I just walked up, like, four flights of stairs."
72,penny,"Oh. Okay. Well, here’s, um, thirty something cents and a promise I won’t call your boss and tell him you reek of marijuana."
72,sheldon,"Oh, Penny, I see you’ve ordered pizza. I have Chinese food. "
72,penny,That’s nice.
72,sheldon,"Oh, that’s a rather earthy cologne. My uncle used to wear that. Perhaps we can enjoy one last meal together before Leonard returns."
72,penny,"Yeah, thanks, but I kind of feel like eating alone tonight, so…"
72,sheldon,"Are you sure? With your Italian pizza and my Chinese noodles, we could play Marco Polo. I mean, of course, a re-enactment of a meal in the life of Marco Polo the Venetian explorer, not Marco Polo the terrifying water sport."
72,penny,"Uh, yeah, it sounds fun, but no thanks.  Have a good night!"
72,sheldon,"What, now, do you have company?"
72,penny,"No. No, no, no. You know what? The toilet’s been doing that. I called the building manager, so…"
72,sheldon,"Oh, I can take a look at it."
72,penny,Well…
72,sheldon,"I’m quite familiar with plumbing. Not to brag, but I spent most of fifth grade with my head in a toilet."
72,penny,"Yeah, no, no, no. You know what, Sheldon, it’s okay. You don’t have to go into the bathroom."
72,sheldon,"That’s curious. If there’s no one here, why are there two glasses of wine on the table?"
72,penny,"Oh. Well, you know, I, I’ve got two hands and a bit of a drinking problem."
72,sheldon,Of course. Ask a silly question. 
72,penny,Oh. 
72,sheldon,That’s odd.
72,penny,"Um, what?"
72,sheldon,There are takeout containers in the trash can.
72,penny,So? That’s my dinner from last night.
72,sheldon,What’s odd is they’re in the trash can.
72,penny,"Okay. Look, honey, I promise there’s no one’s here. I‘ve had a long day. I just want to have a quiet dinner by myself."
72,sheldon,"Oh, very well. I’m no stranger to enjoying the pleasures of solitude. Oh!"
72,penny,What?
72,sheldon,Have you gotten Leonard a welcome-home gift yet?
72,penny,No.
72,sheldon,"Oh, great. Do you want to go halfsies on a two hundred dollar squirt gun?"
72,bernadette,"Hi, honey."
72,howard,Hey.
72,bernadette,I made some brownies. You want one?
72,howard,"You’re kidding, right? I mean, you know I’m trying to lose weight. God, I thought we were partners in this marriage."
72,bernadette,"We are. Stop it. And for the last time, you’re not fat."
72,howard,"Really? Tell that to the bathroom scale, ’cause one of you is lying."
72,bernadette,"Fine, forget I asked. How was dinner at your mom’s?"
72,howard,Awful. I had to rub her ointment all over her again.
72,bernadette,Why can’t she do it?
72,howard,"‘Cause we’ve got a deeply unhealthy relationship. Which reminds me, do you think you can get any samples of this from work? This was supposed to last her a month, but they didn’t take into account the square footage of her back."
72,bernadette,Let me see. How long have you been putting this on her?
72,howard,I don’t know. Few weeks. Why?
72,bernadette,This is really strong oestrogen cream. Please tell me you’ve been wearing gloves.
72,howard,Like these swollen sausages could fit in gloves.
72,bernadette,"Howie, the oestrogen’s getting absorbed by your skin. That’s why you’ve been all bloated and moody and a giant pain in the ass. "
72,howard,You’re full of oestrogen and you don’t act like that.
72,bernadette,That’s ’cause I’m a woman. I’ve had years of practice riding the dragon.
72,howard,Fine. I’ll wear gloves next time.
72,bernadette,It’s still gonna take a few weeks for the hormones to leave your system.
72,howard,I feel so stupid. And fat.
72,bernadette,"It’s okay. You still look great to me. In fact, why don’t we go in the bedroom and I’ll prove it to you?"
72,howard,"Sex? Really? I mean, that’s just your solution to everything. "
72,amy,"Oh, and here’s a fun thing. I worked it out so that there are two different words for spoon, planko and janko. Planko is a spoon with food, janko is a spoon without food. Janko is spelled with a silent ptang. Sheldon, you’re not even listening to the rules of my made-up language."
72,sheldon,"Yes, I am."
72,amy,Then what does tweepadock mean?
72,sheldon,"Uh, elephant?"
72,amy,Lucky guess.
72,sheldon,I’m sorry. I’m just distracted by something that happened over at Penny’s.
72,amy,What happened?
72,sheldon,I fear Penny is being unfaithful to Leonard.
72,amy,What?
72,sheldon,"She claimed to be alone when there was obviously someone else in her apartment. I have no choice but to assume the worst, given Leonard’s lengthy sea voyage and her famously ravenous nether regions."
72,amy,I don’t think Penny would cheat on Leonard.
72,sheldon,"Oh, really? She and I once had a staring contest. She clapped really loud and made me blink. It’s a small leap from there to sexual infidelity."
72,amy,You’re being ridiculous.
72,sheldon,"Amy, there were Chinese food containers in the trash can."
72,amy,Poor Leonard.
72,amy,Do you hear anything?
72,sheldon,I hear a woman’s voice.
72,amy,Is it Penny?
72,sheldon,"No, it’s you. All right, I hear whispering and giggling. Now I think I hear kissing."
72,amy,"Yeah, like you know what kissing sounds like."
72,sheldon,"There’s kissing in Star Trek, smarty-pants."
72,amy,Let me listen. Sounds like Leonard.
72,sheldon,"Please. Why would Leonard come home early and waste his time kissing Penny when he could be hanging out with his best buddy? Yeah, that’s it. I’m catching her in the act. "
72,amy,"No, Sheldon, don’t."
72,sheldon,Aha. 
72,penny,What the hell?
72,sheldon,Leonard?
72,penny,"Sheldon, you cannot just barge in here like that. "
72,sheldon,Right.   Penny.  Penny.  Penny. Are you going to answer the door or should I open it and say aha again?
72,leonard,"I’m sorry, Sheldon. I should’ve told you I was back. I just wanted to have a couple days alone with Penny."
72,sheldon,"Oh, no, I should apologize. Uh, I never realized to what extent our friendship was a burden to you."
72,leonard,That is not fair. I complain about what a burden it is at least once a month.
72,sheldon,"Oh, no, no, let’s not sugarcoat this. You find me finicky, pedantic and annoying."
72,penny,"No, he doesn’t."
72,leonard,I actually have used those exact words before. In that order.
72,sheldon,"Well, Leonard, I think it’s high time you and I address the tweepadock in the room."
72,leonard,The what?
72,sheldon,Amy?
72,amy,Please leave me out of this.
72,sheldon,"Fine. Leonard, there’s no need for you to pretend to like me anymore."
72,leonard,"Come on, I said I was sorry."
72,sheldon,"No, no, you save your apologies for after you’ve had disappointing coitus with Penny."
72,penny,It was fine.
72,leonard,"Come on, this is silly. Hey, um, I brought you back a little present from my trip, huh? It’s that sailor cap that you wanted. It’s neat, huh?"
72,sheldon,You honestly think you can buy back my friendship with a cheap souvenir?
72,leonard,"I don’t. I really don’t. Just try it on. Oh, yeah."
72,amy,"Hello, sailor."
72,penny,"Ooh, now we’re talking."
72,sheldon,"Excuse me. This changes nothing. Except the Halloween costume I’m wearing this year. Amy, you’re going to be Olive Oyl. Lay off the doughnuts."
72,howard,Thanks for coming over.
72,raj,"No problem. Ooh, you made little sandwiches."
72,howard,"Yeah, that’s cucumber and cream cheese. That’s turkey and loganberry. And don’t tell my hips, but I’m warming up a brie in the oven."
72,raj,"Nice. So, mmm. What’s up?"
72,howard,"Okay, well, I’ve been reading up on all the side effects you can get from oestrogen, and, I need you to be honest with me. Do my boobs look bigger to you?"
72,raj,"Well, it’s kind of hard to tell. "
72,howard,"Come on, Raj, it’s a yes or no question."
72,raj,"I’m not sure. Um, wait. Jump up and down, let’s see if they jiggle. Uh, no, I, I still can’t tell, uh, oh, you know what? Okay, uh, give me some of this."
72,howard,Seriously?
72,raj,Do you want my help or not?
72,howard,Fine.
72,raj,"Okay, yup. See, see, that, that looks like, that looks like they could be bigger. But you know, I bet, I bet when I do it, mine do the same thing."
72,howard,"Yeah, they kind of do."
72,raj,"Hmm. Uh, let me see something. "
72,howard,"Hey, easy, my nipples are sensitive."
72,raj,"Oh. Sorry, sorry, uh, okay.  I mean, yeah, maybe."
72,howard,"Okay, let me feel. No, I am definitely up a cup size. "
72,raj,"You know, but, but they’re very firm, so you’ve got that going for you."
72,howard,You think?
72,raj,"Yeah, yeah, yeah, very perky."
72,howard,"Thank you. I really needed to hear that today.  Ooh, brie’s ready."
72,raj,Yay.
72,leonard,Good morning.
72,sheldon,Hello.
72,leonard,So am I driving you to work or are you still mad at me?
72,sheldon,I’d like a ride. Assuming you actually do take me to work.
72,leonard,Where do you think I would take you?
72,sheldon,"Who knows? Uh, you said you’d be home yesterday, but you came home three days ago. You say you’re taking me to work, but for all I know, I’ll end up in a deserted amusement park. Or a cornfield maze. Or a back alley dog fight. You tell me."
72,leonard,I’m going to work. You can come if you want.
72,sheldon,"Okay. By the way, you have something on your shirt."
72,leonard,"No, I don’t."
72,sheldon,"Hurts, doesn’t it? You know, I find myself wondering if anything you’ve ever told me is true."
72,leonard,"I didn’t make it back. The ship sank, I’m in hell."
72,sheldon,"You say you’re from New Jersey, but how can I believe you?"
72,leonard,Why would anyone claim to be from New Jersey if they weren’t?
72,sheldon,"All right, I’ll give you that one."
72,leonard,"Hey, I said I was sorry. What else do you want from me?"
72,sheldon,I want you to admit that what you did was wrong.
72,leonard,Fine. What I did was wrong.
72,sheldon,I wish I could believe you.
72,leonard,"You know what? I’m not driving you to work, because you’re incredibly annoying."
72,sheldon,"You say one thing and do the other, so then you are driving me and you find me a delight."
72,leonard,Stop it.
72,sheldon,Keep it up?
72,leonard,Bye.
72,sheldon,Hello. So I guess you’re really holding up the other four fingers?
72,penny,"Oh, hey, what are you doing here so early?"
72,amy,Driving Sheldon to work.
72,penny,"He’s still mad at Leonard, huh?"
72,amy,"Well, he’s mad at you, too. He says you’re the succubus who led his friend astray."
72,penny,"I don’t know what succubus is, but it has suck in it, so that can’t be good."
72,sheldon,Thought I heard you out here.
72,penny,"Hey, Sheldon."
72,sheldon,You don’t get a hey. You get a hmm.
72,penny,"Come on, don’t be like that. We had so much fun together the last couple of months."
72,sheldon,You’re right. Which makes your betrayal all the more devastating.
72,penny,Sheldon.
72,sheldon,I let you buy feminine hygiene products with my supermarket club card. You have any idea the kind of coupons I’m going to get in the mail now?
72,amy,"Sheldon, your fight’s with Leonard. Penny’s got nothing to do…"
72,sheldon,"Careful, Amy. The friend of my enemy’s girlfriend is my enemy. "
72,amy,Really?
72,sheldon,Yes. You’re either with me or against me.
72,amy,You want to take the bus to work?
72,sheldon,Maybe there’s a third option.
72,amy,"FYI, I had a doughnut for breakfast, you jerk."
72,leonard,"So now we’re just waiting for the data from the ship to be crunched, but the numbers look pretty promising."
72,howard,"That’s so great. If you guys prove the existence of Unruh radiation… Hey, hey, hey, hey. My eyes are up here."
72,sheldon,"Howard, Raj. Judas."
72,leonard,You know what? You’re a crazy person.
72,sheldon,"A crazy person with a long memory, and if all goes according to plan, a robot army."
72,howard,Stop it.
72,sheldon,Or a mutant army. It depends on how my Kickstarter goes.
72,howard,"I said, stop it. Now, listen to me. You two aren’t just friends. You’re best friends. And that’s a beautiful thing. I mean, Leonard, you know why he’s so mad at you? It’s ’cause he missed you. Yeah, and as his friend, you should be happy he has love in his life. As I do. This man held my breast the other day and I love him for it."
72,raj,"A little loud, dude."
72,howard,"So, can we please put aside these petty differences and just be glad we’re here together?"
72,leonard,Okay.
72,sheldon,I suppose so.
72,howard,Thank you.
72,raj,"Uh, it wasn’t anything weird. It was just to see how big they were."
72,sheldon,"And then Leonard took me to the barber and the dentist, and then to cap off the perfect day, the Los Angeles Bureau of Weights and Measures. "
72,leonard,"I thought the measures were going to be the stars of the show, turns out it was the weights."
72,penny,I’m so glad you guys are friends again.
72,sheldon,"And I’m glad you and I are friends again, too."
72,penny,Aw.
72,sheldon,"Which reminds me. This came in the mail, and I want you to have it."
72,penny,Fifty cents off Vagisil.
72,sheldon,Think of me when you apply it.
72,raj,"Uh, can I just say, I’ve missed all of us hanging out together."
72,sheldon,Yeah.
72,penny,"Me, too."
72,leonard,"Um, since when can Koothrappali talk in front of the girls without a beer?"
72,bernadette,"Oh, that happened right after you left."
72,leonard,And no one told me?
72,howard,Can’t believe we forgot to tell him.
72,penny,Think of Sheldon when you apply it.
73,raj,"So, couldn’t help but notice none of you RSVP’d to my murder mystery dinner party."
73,leonard,"Oh, yeah. We were meaning to do that."
73,raj,"No, you weren’t because it was a week ago and nobody came. So, if you want to solve the mystery of who stabbed Koothrappali in the back with the weapon of indifference, it was all of you."
73,sheldon,"I don’t think thatqualifies as a mystery, we all knew what we were doing."
73,amy,"We’re sorry, Rajesh. "
